0		0		0		0

836.9		836.9		100		0

1926.28		1089.4		100		836.9

2146		1309.1		100		836.9

2271.22		1434.4		20.8		836.9
2271.22		2271.4		100		0

2414.11		1577.5		100		836.9

2603.94		458		14.6		2146
2603.94		677.7		100		1926.28
2603.94		1766.8		3.6		836.9

2614.1		1777.2		100		836.9

2649.78		503.8		100		2146
2649.78		723.7		27		1926.28
2649.78		1812.74		89		836.9

2703.94		558		5.8		2146
2703.94		1866.9		100		836.9

2710.6		1873.7		100		836.9

2739.19		812.9		100		1926.28
2739.19		1902.2		8.5		836.9

2788.1		374		100		2414.11

2851.27		925		60		1926.28
2851.27		2014		100		836.9

2856.89		117.7		14		2739.19
2856.89		207.14		29		2649.78
2856.89		253		95		2603.94
2856.89		710.76		100		2146

2921.8		2084.7		100		836.9
2921.8		2922.3		24.4		0

2929.81		783.8		27.4		2146
2929.81		2093		100		836.9

2965		2128.1		100		836.9

2972.07		826.1		100		2146
2972.07		1045.7		82		1926.28

2981.1		2144.2		100		836.9

3047.38		633.7		7.5		2414.11
3047.38		1120.8		10.5		1926.28
3047.38		2209.9		100		836.9

3077.7		806.5		22		2271.22
3077.7		931.6		50		2146
3077.7		1151.7		100		1926.28
3077.7		3076.6		41		0

3155.3		183.5		15.6		2972.07
3155.3		299.2		100		2856.89
3155.3		1009.7		67		2146

3262.34		658.5		21		2603.94
3262.34		1336		30		1926.28
3262.34		2424.9		100		836.9

3310.73		660.7		44		2649.78
3310.73		1384.4		100		1926.28
3310.73		2474.2		25		836.9

3338.42		734.5		55		2603.94
3338.42		2501		100		836.9

3340.9		601.7		100		2739.19

3438.61		1292.6		100		2146

3485.41		1339.4		100		2146

3580.35		976.4		100		2603.94

3705.4		1559.4		100		2146

3724.7		1453.5		100		2271.22

3768.9		2931.9		100		836.9

3793.1		482.3		60		3310.73
3793.1		637.5		100		3155.3
3793.1		1189		100		2603.94

3815.7		2978.7		100		836.9

3922.8		130		44		3793.1
3922.8		217.5		8		3705.4
3922.8		767.3		100		3155.3
3922.8		951		3		2972.07
3922.8		1066.1		3		2856.89

3948.63		1244.9		23.5		2703.94
3948.63		1345		15.2		2603.94
3948.63		1534.3		4		2414.11
3948.63		2022.3		11		1926.28

3953.3		3116.3		100		836.9

3968.9		3131.9		100		836.9

3982.5		3145.5		100		836.9

4024.2		3187.2		100		836.9

4034.5		878.8		100		3155.3
4034.5		1177.5		41		2856.89

4066.4		3229.4		100		836.9

4087.1		3250.1		100		836.9

4117.4		1703.3		100		2414.11

4142.5		3305.5		100		836.9

4168.2		1755.8		100		2414.11
4168.2		2241.5		60		1926.28

4198.49		1594.5		22.7		2603.94
4198.49		2272.2		100		1926.28
4198.49		3362.2		15.3		836.9

4211		3374		100		836.9

4268.4		3431.4		100		836.9

4281.65		1632		100		2649.78
4281.65		2354.4		62		1926.28

4308.4		3471.4		100		836.9

4361		1757		100		2603.94

4366.8		3529.8		100		836.9

4382.8		459.9		100		3922.8

4481.1		2554.8		100		1926.28

4631.6		249.6		33		4382.8
4631.6		598.1		78		4034.5
4631.6		709.6		100		3922.8

4653.5		2507.5		100		2146

4673.7		1934.5		15		2739.19
4673.7		3836.4		100		836.9

4838.4		2098.9		69		2739.19
4838.4		2189		76		2649.78
4838.4		2692.1		100		2146

4857.4		226.6		100		4631.6
4857.4		475.7		80		4382.8
4857.4		935.6		24		3922.8

5213		3286.7		100		1926.28

5223.2		3296.9		100		1926.28

5267.3		3341		100		1926.28

5289.1		2317.1		100		2972.07
5289.1		2684.9		81		2603.94

5312.9		3386.6		100		1926.28

5402.4		2798.4		100		2603.94

5735.4		3809		100		1926.28

5739.7		882.2		100		4857.4

5828.2		3224.9		90		2603.94
5828.2		3681.8		100		2146

5831.1		4994		100		836.9
